17-05-2022_20-33-40 | Received virt pos: (0.000000,1.117600,0.000000)
17-05-2022_20-34-08 | Received virt pos: (-5.388447,1.097713,-1.980645)
17-05-2022_20-34-08 | Received real pos: (-5.751736,1.121075,-1.929175)
17-05-2022_20-34-08 | Recommend Rotation: 0.250000
17-05-2022_20-34-08 | Received virt pos: (-5.436332,1.099451,-1.971925)
17-05-2022_20-34-08 | Received real pos: (-5.926123,1.117227,-1.882734)
17-05-2022_20-34-08 | Recommend Rotation: 0.250000
17-05-2022_20-34-08 | Received virt pos: (-5.474064,1.098969,-1.964565)
17-05-2022_20-34-08 | Received real pos: (-5.859998,1.094039,-1.889284)
17-05-2022_20-34-08 | Recommend Rotation: 0.250000
17-05-2022_20-34-08 | Received virt pos: (-5.525021,1.094273,-1.956119)
17-05-2022_20-34-08 | Received real pos: (-6.046232,1.046240,-1.869729)
17-05-2022_20-34-08 | Recommend Rotation: 0.250000
17-05-2022_20-34-08 | Received virt pos: (-5.577951,1.085654,-1.947139)
17-05-2022_20-34-08 | Received real pos: (-6.119339,0.997496,-1.855289)
17-05-2022_20-34-08 | Recommend Rotation: 0.250000
17-05-2022_20-34-08 | Received virt pos: (-5.615123,1.076209,-1.938627)
17-05-2022_20-34-08 | Received real pos: (-5.995331,0.979601,-1.851563)
17-05-2022_20-34-08 | Recommend Rotation: 0.250000
17-05-2022_20-34-08 | Received virt pos: (-5.665118,1.065562,-1.928181)
17-05-2022_20-34-08 | Received real pos: (-6.176491,0.956661,-1.821336)
17-05-2022_20-34-08 | Recommend Rotation: 0.250000
17-05-2022_20-34-08 | Received virt pos: (-5.702513,1.059312,-1.920213)
17-05-2022_20-34-08 | Received real pos: (-6.085004,0.995384,-1.838712)
17-05-2022_20-34-08 | Recommend Rotation: 0.250000
17-05-2022_20-34-08 | Received virt pos: (-5.752905,1.063394,-1.908200)
17-05-2022_20-34-08 | Received real pos: (-6.268331,1.105146,-1.785327)
17-05-2022_20-34-08 | Recommend Rotation: 0.250000
17-05-2022_20-34-09 | Received virt pos: (-5.800059,1.064122,-1.895853)
17-05-2022_20-34-09 | Received real pos: (-6.282368,1.071568,-1.769563)
17-05-2022_20-34-09 | Recommend Rotation: 0.250000
17-05-2022_20-34-09 | Received virt pos: (-5.840345,1.066551,-1.887717)
17-05-2022_20-34-09 | Received real pos: (-6.252407,1.091396,-1.804498)
17-05-2022_20-34-09 | Recommend Rotation: 0.250000
17-05-2022_20-34-09 | Received virt pos: (-5.892847,1.071778,-1.876173)
17-05-2022_20-34-09 | Received real pos: (-6.429860,1.125243,-1.758096)
17-05-2022_20-34-09 | Recommend Rotation: 0.250000
17-05-2022_20-34-09 | Received virt pos: (-5.942487,1.073594,-1.866603)
17-05-2022_20-34-09 | Received real pos: (-6.450222,1.092168,-1.768717)
17-05-2022_20-34-09 | Recommend Rotation: RESET:110.000000
17-05-2022_20-34-09 | Received virt pos: (-5.979087,1.073894,-1.859690)
17-05-2022_20-34-09 | Received real pos: (-6.353447,1.076963,-1.788980)
17-05-2022_20-34-09 | Recommend Rotation: 0.000000
17-05-2022_20-34-09 | Received virt pos: (-6.029873,1.071508,-1.851738)
17-05-2022_20-34-09 | Received real pos: (-6.549333,1.047103,-1.770402)
17-05-2022_20-34-09 | Recommend Rotation: 0.000000
17-05-2022_20-34-09 | Received virt pos: (-6.069772,1.067365,-1.847122)
17-05-2022_20-34-09 | Received real pos: (-6.477873,1.024989,-1.799907)
17-05-2022_20-34-09 | Recommend Rotation: 0.000000
17-05-2022_20-34-09 | Received virt pos: (-6.123032,1.060234,-1.841371)
17-05-2022_20-34-09 | Received real pos: (-6.667800,0.987294,-1.782549)
17-05-2022_20-34-09 | Recommend Rotation: 0.000000
17-05-2022_20-34-09 | Received virt pos: (-6.174944,1.053446,-1.835996)
17-05-2022_20-34-09 | Received real pos: (-6.705919,0.984017,-1.781018)
17-05-2022_20-34-09 | Recommend Rotation: 0.000000
17-05-2022_20-34-09 | Received virt pos: (-6.212979,1.049397,-1.833058)
17-05-2022_20-34-09 | Received real pos: (-6.602015,1.007982,-1.803007)
17-05-2022_20-34-09 | Recommend Rotation: 0.000000
17-05-2022_20-34-09 | Received virt pos: (-6.264150,1.053455,-1.831347)
17-05-2022_20-34-09 | Received real pos: (-6.787551,1.094962,-1.813846)
17-05-2022_20-34-09 | Recommend Rotation: 0.000000
17-05-2022_20-34-09 | Received virt pos: (-6.316391,1.063335,-1.829198)
17-05-2022_20-34-09 | Received real pos: (-6.850731,1.164391,-1.807217)
17-05-2022_20-34-09 | Recommend Rotation: 0.000000
17-05-2022_20-34-13 | Received virt pos: (-5.054651,1.091178,0.849422)
17-05-2022_20-34-13 | Received real pos: (7.850933,1.375969,28.247414)
17-05-2022_20-34-13 | Recommend Rotation: 0.000000
17-05-2022_20-34-13 | Received virt pos: (-5.036513,1.089660,0.885461)
17-05-2022_20-34-13 | Received real pos: (-4.850991,1.074133,1.254086)
17-05-2022_20-34-13 | Recommend Rotation: 0.000000
17-05-2022_20-34-13 | Received virt pos: (-5.012501,1.084208,0.935212)
17-05-2022_20-34-13 | Received real pos: (-4.766896,1.028442,1.444087)
17-05-2022_20-34-13 | Recommend Rotation: 0.000000
17-05-2022_20-34-13 | Received virt pos: (-4.987994,1.076873,0.987842)
17-05-2022_20-34-13 | Received real pos: (-4.737331,1.001847,1.526158)
17-05-2022_20-34-13 | Recommend Rotation: 0.000000
17-05-2022_20-34-13 | Received virt pos: (-4.969643,1.067654,1.030272)
17-05-2022_20-34-13 | Received real pos: (-4.781941,0.973359,1.464267)
17-05-2022_20-34-13 | Recommend Rotation: 0.000000
17-05-2022_20-34-13 | Received virt pos: (-4.947081,1.058832,1.086471)
17-05-2022_20-34-13 | Received real pos: (-4.716308,0.968597,1.661296)
17-05-2022_20-34-13 | Recommend Rotation: 0.000000
17-05-2022_20-34-13 | Received virt pos: (-4.928779,1.058934,1.129346)
17-05-2022_20-34-13 | Received real pos: (-4.741579,1.059976,1.567889)
17-05-2022_20-34-13 | Recommend Rotation: 0.000000
17-05-2022_20-34-13 | Received virt pos: (-4.904678,1.068370,1.191954)
17-05-2022_20-34-13 | Received real pos: (-4.658161,1.164885,1.832334)
17-05-2022_20-34-13 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.884121,1.077983,1.247373)
17-05-2022_20-34-14 | Received real pos: (-4.673856,1.176309,1.814220)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.869874,1.082072,1.287124)
17-05-2022_20-34-14 | Received real pos: (-4.724151,1.123896,1.693714)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.852141,1.085031,1.336928)
17-05-2022_20-34-14 | Received real pos: (-4.670760,1.115297,1.846343)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.832859,1.091972,1.388412)
17-05-2022_20-34-14 | Received real pos: (-4.635636,1.162967,1.915011)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.817980,1.093867,1.424821)
17-05-2022_20-34-14 | Received real pos: (-4.665789,1.113249,1.797227)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.797780,1.093759,1.470195)
17-05-2022_20-34-14 | Received real pos: (-4.591169,1.092654,1.934299)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.781166,1.092172,1.506316)
17-05-2022_20-34-14 | Received real pos: (-4.611232,1.075940,1.875775)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.759202,1.087229,1.552103)
17-05-2022_20-34-14 | Received real pos: (-4.534545,1.036670,2.020432)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.735121,1.080692,1.598090)
17-05-2022_20-34-14 | Received real pos: (-4.488808,1.013829,2.068464)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.716182,1.075365,1.631424)
17-05-2022_20-34-14 | Received real pos: (-4.522471,1.020877,1.972376)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.690346,1.073625,1.674018)
17-05-2022_20-34-14 | Received real pos: (-4.426080,1.055828,2.109687)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.660227,1.080104,1.717562)
17-05-2022_20-34-14 | Received real pos: (-4.352158,1.146374,2.162947)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.637671,1.089195,1.748943)
17-05-2022_20-34-14 | Received real pos: (-4.406961,1.182182,2.069921)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.604612,1.091920,1.788755)
17-05-2022_20-34-14 | Received real pos: (-4.266470,1.119792,2.195969)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.586047,1.096542,1.819730)
17-05-2022_20-34-14 | Received real pos: (-4.396160,1.143817,2.136555)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.562787,1.102649,1.863380)
17-05-2022_20-34-14 | Received real pos: (-4.324873,1.165114,2.309849)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.537477,1.105638,1.903062)
17-05-2022_20-34-14 | Received real pos: (-4.278596,1.136211,2.308946)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.517656,1.105092,1.930517)
17-05-2022_20-34-14 | Received real pos: (-4.314917,1.099508,2.211337)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-14 | Received virt pos: (-4.489440,1.102609,1.968886)
17-05-2022_20-34-14 | Received real pos: (-4.200837,1.077212,2.361340)
17-05-2022_20-34-14 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.462101,1.099915,2.019024)
17-05-2022_20-34-15 | Received real pos: (-4.182467,1.072360,2.531854)
17-05-2022_20-34-15 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.445892,1.094899,2.056640)
17-05-2022_20-34-15 | Received real pos: (-4.280098,1.043594,2.441392)
17-05-2022_20-34-15 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.425877,1.086457,2.107302)
17-05-2022_20-34-15 | Received real pos: (-4.221158,1.000108,2.625494)
17-05-2022_20-34-15 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.411492,1.082426,2.144926)
17-05-2022_20-34-15 | Received real pos: (-4.264354,1.041195,2.529761)
17-05-2022_20-34-15 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.388670,1.082012,2.199892)
17-05-2022_20-34-15 | Received real pos: (-4.155238,1.077779,2.762106)
17-05-2022_20-34-15 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.365921,1.094380,2.256408)
17-05-2022_20-34-15 | Received real pos: (-4.133236,1.220885,2.834476)
17-05-2022_20-34-15 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.348948,1.101111,2.297805)
17-05-2022_20-34-15 | Received real pos: (-4.175341,1.169959,2.721231)
17-05-2022_20-34-15 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.325041,1.105351,2.350266)
17-05-2022_20-34-15 | Received real pos: (-4.080509,1.148719,2.886857)
17-05-2022_20-34-15 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.300072,1.112149,2.399001)
17-05-2022_20-34-15 | Received real pos: (-4.044683,1.181682,2.897481)
17-05-2022_20-34-15 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.276797,1.115435,2.437564)
17-05-2022_20-34-15 | Received real pos: (-4.038727,1.149046,2.832002)
17-05-2022_20-34-15 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.243701,1.117689,2.487128)
17-05-2022_20-34-15 | Received real pos: (-3.905184,1.140744,2.994090)
17-05-2022_20-34-15 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.220126,1.115932,2.523611)
17-05-2022_20-34-15 | Received real pos: (-3.978993,1.097960,2.896774)
17-05-2022_20-34-15 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.187823,1.105501,2.572043)
17-05-2022_20-34-15 | Received real pos: (-3.857411,0.998809,3.067424)
17-05-2022_20-34-15 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.153161,1.092271,2.621758)
17-05-2022_20-34-15 | Received real pos: (-3.798627,0.956948,3.130263)
17-05-2022_20-34-15 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.126112,1.082863,2.658269)
17-05-2022_20-34-15 | Received real pos: (-3.849443,0.986634,3.031717)
17-05-2022_20-34-15 | Recommend Rotation: 0.000000
17-05-2022_20-34-15 | Received virt pos: (-4.091333,1.082115,2.706717)
17-05-2022_20-34-15 | Received real pos: (-3.735599,1.074465,3.202263)
17-05-2022_20-34-15 | Recommend Rotation: 0.250000
17-05-2022_20-34-15 | Received virt pos: (-4.064366,1.085057,2.740687)
17-05-2022_20-34-15 | Received real pos: (-3.788536,1.115149,3.088144)
17-05-2022_20-34-15 | Recommend Rotation: 0.250000
17-05-2022_20-34-15 | Received virt pos: (-4.033181,1.094437,2.782962)
17-05-2022_20-34-15 | Received real pos: (-3.714212,1.190379,3.215370)
17-05-2022_20-34-15 | Recommend Rotation: 0.250000
17-05-2022_20-34-15 | Received virt pos: (-4.004158,1.103240,2.825654)
17-05-2022_20-34-15 | Received real pos: (-3.707297,1.193281,3.262324)
17-05-2022_20-34-15 | Recommend Rotation: 0.250000
17-05-2022_20-34-15 | Received virt pos: (-3.982797,1.109048,2.860910)
17-05-2022_20-34-15 | Received real pos: (-3.764307,1.168455,3.221521)
17-05-2022_20-34-15 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.955828,1.116651,2.908490)
17-05-2022_20-34-16 | Received real pos: (-3.679979,1.194418,3.395157)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.928689,1.119010,2.957424)
17-05-2022_20-34-16 | Received real pos: (-3.651101,1.143138,3.457940)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.907620,1.118385,2.994531)
17-05-2022_20-34-16 | Received real pos: (-3.692117,1.111992,3.374076)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.879842,1.113791,3.045785)
17-05-2022_20-34-16 | Received real pos: (-3.595718,1.066802,3.570032)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.858737,1.105920,3.086707)
17-05-2022_20-34-16 | Received real pos: (-3.642866,1.025412,3.505275)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.830517,1.096773,3.142792)
17-05-2022_20-34-16 | Received real pos: (-3.541872,1.003215,3.716450)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.803088,1.095193,3.202022)
17-05-2022_20-34-16 | Received real pos: (-3.522532,1.079032,3.807851)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.780422,1.105052,3.251495)
17-05-2022_20-34-16 | Received real pos: (-3.548585,1.205893,3.757523)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.754042,1.118135,3.308340)
17-05-2022_20-34-16 | Received real pos: (-3.484216,1.251953,3.889775)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.730389,1.127674,3.357183)
17-05-2022_20-34-16 | Received real pos: (-3.488459,1.225243,3.856768)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.712557,1.131150,3.392816)
17-05-2022_20-34-16 | Received real pos: (-3.530164,1.166704,3.757286)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.686735,1.134832,3.438561)
17-05-2022_20-34-16 | Received real pos: (-3.422615,1.172493,3.906458)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.666043,1.137779,3.473013)
17-05-2022_20-34-16 | Received real pos: (-3.454398,1.167922,3.825401)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.638678,1.140735,3.518536)
17-05-2022_20-34-16 | Received real pos: (-3.358778,1.170971,3.984165)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.611191,1.141682,3.564564)
17-05-2022_20-34-16 | Received real pos: (-3.330043,1.151368,4.035356)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.589275,1.140270,3.600376)
17-05-2022_20-34-16 | Received real pos: (-3.365108,1.125827,3.966674)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.558853,1.131949,3.649098)
17-05-2022_20-34-16 | Received real pos: (-3.247685,1.046838,4.147446)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.526210,1.123107,3.698052)
17-05-2022_20-34-16 | Received real pos: (-3.192326,1.032668,4.198773)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.501062,1.120871,3.735465)
17-05-2022_20-34-16 | Received real pos: (-3.243837,1.098000,4.118141)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-16 | Received virt pos: (-3.467705,1.125430,3.784585)
17-05-2022_20-34-16 | Received real pos: (-3.126517,1.172062,4.287004)
17-05-2022_20-34-16 | Recommend Rotation: 0.250000
17-05-2022_20-34-17 | Received virt pos: (-3.441181,1.130948,3.823397)
17-05-2022_20-34-17 | Received real pos: (-3.169882,1.187388,4.220381)
17-05-2022_20-34-17 | Recommend Rotation: 0.250000
17-05-2022_20-34-17 | Received virt pos: (-3.407869,1.134066,3.871240)
17-05-2022_20-34-17 | Received real pos: (-3.067142,1.165959,4.360597)
17-05-2022_20-34-17 | Recommend Rotation: 0.250000
17-05-2022_20-34-17 | Received virt pos: (-3.373686,1.139535,3.921147)
17-05-2022_20-34-17 | Received real pos: (-3.024048,1.195474,4.431618)
17-05-2022_20-34-17 | Recommend Rotation: 0.250000
17-05-2022_20-34-17 | Received virt pos: (-3.349132,1.144311,3.957558)
17-05-2022_20-34-17 | Received real pos: (-3.097984,1.193162,4.329982)
17-05-2022_20-34-17 | Recommend Rotation: 0.250000
17-05-2022_20-34-17 | Received virt pos: (-3.317875,1.146020,4.004552)
17-05-2022_20-34-17 | Received real pos: (-2.998164,1.163501,4.485225)
17-05-2022_20-34-17 | Recommend Rotation: 0.250000
17-05-2022_20-34-17 | Received virt pos: (-3.287483,1.146920,4.050845)
17-05-2022_20-34-17 | Received real pos: (-2.976622,1.156125,4.524351)
17-05-2022_20-34-17 | Recommend Rotation: 0.250000
17-05-2022_20-34-17 | Received virt pos: (-3.264837,1.144670,4.086637)
17-05-2022_20-34-17 | Received real pos: (-3.033205,1.121657,4.452731)
17-05-2022_20-34-17 | Recommend Rotation: 0.250000
17-05-2022_20-34-17 | Received virt pos: (-3.235157,1.137496,4.134329)
17-05-2022_20-34-17 | Received real pos: (-2.931578,1.064117,4.622140)
17-05-2022_20-34-17 | Recommend Rotation: 0.250000
17-05-2022_20-34-17 | Received virt pos: (-3.213004,1.127993,4.171533)
17-05-2022_20-34-17 | Received real pos: (-2.986415,1.030792,4.552073)
17-05-2022_20-34-17 | Recommend Rotation: 0.250000
17-05-2022_20-34-17 | Received virt pos: (-3.183089,1.117805,4.223717)
17-05-2022_20-34-17 | Received real pos: (-2.877105,1.013598,4.757477)
17-05-2022_20-34-17 | Recommend Rotation: 0.250000
17-05-2022_20-34-17 | Received virt pos: (-3.153112,1.112974,4.277983)
17-05-2022_20-34-17 | Received real pos: (-2.846494,1.063561,4.833037)
17-05-2022_20-34-17 | Recommend Rotation: 0.250000
17-05-2022_20-34-17 | Received virt pos: (-3.129216,1.117886,4.320755)
17-05-2022_20-34-17 | Received real pos: (-2.884798,1.168127,4.758242)
17-05-2022_20-34-17 | Recommend Rotation: 0.250000
17-05-2022_20-34-17 | Received virt pos: (-3.099269,1.130124,4.373838)
17-05-2022_20-34-17 | Received real pos: (-2.792959,1.255299,4.916792)
17-05-2022_20-34-17 | Recommend Rotation: 0.250000
17-05-2022_20-34-17 | Received virt pos: (-3.071329,1.136866,4.423226)
17-05-2022_20-34-17 | Received real pos: (-2.785550,1.205826,4.928385)
17-05-2022_20-34-17 | Recommend Rotation: 0.250000
17-05-2022_20-34-17 | Received virt pos: (-3.050719,1.139875,4.458813)
17-05-2022_20-34-17 | Received real pos: (-2.839911,1.170653,4.822814)
